1413
242	1105	-203	1.7243305444717407	-6.436663534259424e-05
242	770	-191
233	775	-190
224	780	-190
0	0	0
216	786	-189
207	792	-188
199	798	-188
192	805	-187
0	0	0
185	813	-186
180	822	-187
175	831	-186
0	0	0
181	839	-186
188	847	-186
0	0	0
194	855	-188
201	863	-188
207	872	-188
213	880	-189
0	0	0
219	889	-189
224	897	-190
230	906	-190
235	915	-191
0	0	0
240	924	-191
244	934	-191
248	943	-191
252	953	-192
0	0	0
255	963	-193
256	973	-194
256	983	-195
0	0	0
252	993	-195
248	1002	-196
247	1012	-196
0	0	0
247	1023	-196
246	1033	-197
246	1043	-198
0	0	0
245	1054	-199
246	1064	-200
246	1074	-201
0	0	0
245	1085	-202
244	1095	-202
242	1105	-203
0	0	0
7	-103	32767
6	-103	32767
19	-102	32767
36	-102	32767
48	-104	32767
62	-100	32767
75	-99	32767
103	-98	32767
116	-98	32767
128	-98	32767
151	-99	32767
162	-99	32767
173	-100	32767
198	-100	32767
214	-100	32767
239	-99	32767
257	-99	32767
268	-99	32767
279	-97	32767
292	-98	32767
303	-99	32767
314	-98	32767
326	-98	32767
338	-97	32767
348	-96	32767
358	-96	32767
373	-94	32767
389	-92	32767
400	-89	32767
415	-89	32767
426	-87	32767
437	-84	32767
450	-84	32767
463	-80	32767
476	-76	32767
489	-72	32767
502	-66	32767
517	-57	32767
545	-33	32767
568	6	32767
574	17	32767
573	69	32767
573	85	32767
564	100	32767
552	114	32767
540	129	32767
524	142	32767
510	154	32767
480	174	32767
466	184	32767
456	191	32767
437	204	32767
427	211	32767
414	224	32767
405	232	32767
394	244	32767
382	257	32767
375	270	32767
369	285	32767
363	295	32767
363	305	32767
363	318	32767
366	329	32767
373	345	32767
380	355	32767
391	372	32767
399	383	32767
411	398	32767
418	410	32767
428	425	32767
441	439	32767
451	452	32767
461	464	32767
474	477	32767
484	488	32767
494	501	32767
503	511	32767
510	522	32767
516	531	32767
524	544	32767
529	557	32767
534	572	32767
540	586	32767
546	603	32767
545	620	32767
544	640	32767
543	656	32767
539	674	32767
529	700	32767
520	716	32767
508	732	32767
480	756	32767
453	775	32767
440	782	32767
432	789	32767
414	804	32767
405	808	32767
387	823	32767
376	831	32767
364	843	32767
366	855	32767
377	861	32767
390	864	32767
400	875	32767
415	888	32767
423	902	32767
430	911	32767
437	921	32767
452	932	32767
446	951	32767
446	997	32767
388	1077	32767
374	1081	32767
363	1087	32767
345	1088	32767
327	1077	32767
306	1079	32767
287	1074	32767
269	1071	32767
252	1067	32767
235	1064	32767
208	1055	32767
196	1054	32767
186	1053	32767
166	1047	32767
156	1046	32767
142	1041	32767
127	1037	32767
118	1031	32767
107	1030	32767
98	1023	32767
88	1018	32767
77	1012	32767
66	1006	32767
45	993	32767
35	986	32767
26	978	32767
13	974	32767
-4	960	32767
-14	954	32767
-32	939	32767
-44	930	32767
-65	914	32767
-73	904	32767
-82	897	32767
-90	891	32767
-99	884	32767
-105	875	32767
-113	867	32767
-122	861	32767
-131	850	32767
-143	839	32767
-152	830	32767
-160	824	32767
-170	820	32767
-176	812	32767
-189	807	32767
-198	801	32767
-204	793	32767
-214	786	32767
-220	774	32767
-229	762	32767
-235	749	32767
-245	738	32767
-253	724	32767
-255	707	32767
-256	688	32767
-262	647	32767
-262	633	32767
-258	613	32767
-246	577	32767
-236	565	32767
-224	553	32767
-197	534	32767
-184	526	32767
-166	523	32767
-152	520	32767
-119	519	32767
-95	517	32767
-81	519	32767
-44	524	32767
-30	531	32767
-19	545	32767
-2	579	32767
2	598	32767
14	632	32767
22	644	32767
37	656	32767
50	657	32767
74	654	32767
89	649	32767
99	644	32767
111	637	32767
125	621	32767
125	598	32767
121	572	32767
117	546	32767
118	536	32767
113	514	32767
112	503	32767
102	487	32767
90	469	32767
72	453	32767
48	441	32767
28	436	32767
17	433	32767
-3	431	32767
-17	428	32767
-32	429	32767
-49	432	32767
-65	429	32767
-80	434	32767
-95	434	32767
-107	437	32767
-117	439	32767
-126	445	32767
-141	444	32767
-157	454	32767
-169	453	32767
-194	455	32767
-278	448	32767
-300	438	32767
-308	370	32767
-305	352	32767
-296	331	32767
-292	311	32767
-291	277	32767
-291	263	32767
-295	233	32767
-299	214	32767
-302	199	32767
-304	182	32767
-306	166	32767
-308	150	32767
-311	137	32767
-312	127	32767
-315	112	32767
-316	93	32767
-321	81	32767
-324	68	32767
-324	52	32767
-333	-3	32767
-336	-57	32767
-282	-104	32767
-237	-88	32767
-210	-79	32767
-185	-73	32767
-146	-69	32767
-130	-72	32767
-104	-76	32767
-93	-80	32767
-71	-84	32767
-54	-86	32767
-27	-88	32767
-14	-88	32767
4	-89	32767
15	-87	32767
27	-86	32767
49	-85	32767
61	-84	32767
72	-82	32767
95	-81	32767
106	-81	32767
116	-79	32767
138	-77	32767
149	-78	32767
161	-77	32767
176	-76	32767
191	-75	32767
203	-73	32767
215	-73	32767
225	-73	32767
237	-71	32767
249	-68	32767
260	-68	32767
316	-59	32767
327	-57	32767
338	-58	32767
353	-48	32767
375	-42	32767
389	-37	32767
405	-33	32767
416	-24	32767
431	-14	32767
465	19	32767
474	35	32767
484	76	32767
484	93	32767
481	114	32767
475	130	32767
467	149	32767
453	163	32767
438	177	32767
422	189	32767
406	199	32767
375	217	32767
364	224	32767
344	237	32767
331	247	32767
314	260	32767
304	266	32767
291	279	32767
279	290	32767
270	302	32767
261	317	32767
255	335	32767
255	358	32767
259	369	32767
268	385	32767
274	396	32767
285	413	32767
292	424	32767
303	443	32767
312	454	32767
320	465	32767
324	476	32767
333	486	32767
342	498	32767
350	505	32767
356	514	32767
364	523	32767
374	537	32767
386	551	32767
395	559	32767
398	573	32767
404	582	32767
407	592	32767
412	608	32767
417	623	32767
418	641	32767
419	657	32767
418	676	32767
411	708	32767
405	726	32767
397	742	32767
386	757	32767
375	772	32767
345	794	32767
331	802	32767
305	816	32767
297	822	32767
287	827	32767
272	838	32767
262	845	32767
244	856	32767
233	864	32767
321	940	32767
373	959	32767
327	988	32767
313	1012	32767
317	1037	32767
343	1014	32767
315	1024	32767
319	1047	32767
325	1059	32767
328	1088	32767
328	1103	32767
337	1119	32767
361	-91	-32768
374	-86	-32768
407	-85	-32768
572	-2	-32768
570	17	-32768
567	49	-32768
548	91	-32768
519	130	-32768
462	186	-32768
433	198	-32768
405	219	-32768
122	447	-32768
144	479	-32768
163	497	-32768
537	694	-32768
538	689	-32768
523	718	-32768
497	734	-32768
461	759	-32768
394	806	-32768
333	862	-32768
134	1056	-32768
191	1071	-32768
340	1094	-32768
327	1095	-32768
372	1086	-32768
391	1065	-32768
205	1050	-32768
182	1046	-32768
133	1026	-32768
84	1006	-32768
-15	939	-32768
-144	820	-32768
-167	796	-32768
-182	780	-32768
-258	611	-32768
-239	588	-32768
-220	574	-32768
-182	546	-32768
-164	536	-32768
-123	532	-32768
-102	531	-32768
-44	543	-32768
-3	607	-32768
136	754	-32768
-300	306	-32768
-297	344	-32768
-284	370	-32768
-278	282	-32768
-284	180	-32768
-298	48	-32768
-196	-85	-32768
-230	-82	-32768
-255	-63	-32768
-270	-49	-32768
-214	-65	-32768
-90	-73	-32768
-124	-70	-32768
-42	-75	-32768
66	-67	-32768
493	40	-32768
482	67	-32768
475	91	-32768
446	152	-32768
409	186	-32768
385	206	-32768
354	221	-32768
330	237	-32768
8	466	-32768
32	506	-32768
37	526	-32768
46	555	-32768
397	748	-32768
406	732	-32768
365	770	-32768
318	801	-32768
299	812	-32768
244	843	-32768
154	918	-32768
31	1087	-32768
285	965	-32768
301	989	-32768
310	1008	-32768
319	1028	-32768
330	1066	-32768
338	1144	-32768
335	1167	-32768
283	1209	-32768
235	1214	-32768
138	1206	-32768
239	1208	-32768
