-266.3536071777344	196.88438415527344	-10.36916732788086	-2.6662614345550537	0.14105869829654694
32
-535	3
-537	7
-539	13
-543	20
-543	25
-543	31
-545	36
-546	42
-544	46
-543	49
-543	52
-543	55
-542	60
-540	64
-542	65
-539	69
-529	-10
-529	-8
-531	-6
-532	-3
-534	0
-535	3
-537	7
-539	13
-543	20
-543	25
-543	31
-545	36
-546	42
-544	46
-543	49
-543	52
-543	55
-542	60
-540	64
-542	65
-539	69
-537	72
-540	68
-529	-10
-529	-8
-531	-6
-532	-3
-534	0
-535	3
-537	7
-539	13
-543	20
-543	25
-543	31
-545	36
-546	42
-544	46
-543	49
-543	52
-543	55
-542	60
-540	64
-542	65
-539	69
-537	72
-540	68
-536	74
-533	79
-529	-10
-529	-8
-531	-6
-532	-3
-534	0
-535	3
-537	7
-539	13
-543	20
-543	25
-543	31
-545	36
-546	42
-544	46
-543	49
-543	52
-543	55
-542	60
-540	64
-542	65
-539	69
-537	72
-540	68
-536	74
-533	79
-528	83
-525	87
-529	-10
-529	-8
-531	-6
-532	-3
-534	0
-535	3
-537	7
-539	13
-543	20
-543	25
-543	31
-545	36
-546	42
-544	46
-543	49
-543	52
-543	55
-542	60
-540	64
-542	65
-539	69
-537	72
-540	68
-536	74
-533	79
-528	83
-525	87
-521	91
-515	94
-539	69
-537	72
-540	68
-536	74
-533	79
-528	83
-525	87
-521	91
-515	94
-508	97
-504	97
-539	69
-537	72
-540	68
-536	74
-533	79
-528	83
-525	87
-521	91
-515	94
-508	97
-504	97
-501	100
-539	69
-537	72
-540	68
-536	74
-533	79
-528	83
-525	87
-521	91
-515	94
-508	97
-504	97
-501	100
-496	100
-490	101
-539	69
-537	72
-540	68
-536	74
-533	79
-528	83
-525	87
-521	91
-515	94
-508	97
-504	97
-501	100
-496	100
-490	101
-485	103
-479	103
-539	69
-537	72
-540	68
-536	74
-533	79
-528	83
-525	87
-521	91
-515	94
-508	97
-504	97
-501	100
-496	100
-490	101
-485	103
-479	103
-472	103
-464	103
-539	69
-537	72
-540	68
-536	74
-533	79
-528	83
-525	87
-521	91
-515	94
-508	97
-504	97
-501	100
-496	100
-490	101
-485	103
-479	103
-472	103
-464	103
-457	104
-451	105
-539	69
-537	72
-540	68
-536	74
-533	79
-528	83
-525	87
-521	91
-515	94
-508	97
-504	97
-501	100
-496	100
-490	101
-485	103
-479	103
-472	103
-464	103
-457	104
-451	105
-443	105
-438	105
-539	69
-537	72
-540	68
-536	74
-533	79
-528	83
-525	87
-521	91
-515	94
-508	97
-504	97
-501	100
-496	100
-490	101
-485	103
-479	103
-472	103
-464	103
-457	104
-451	105
-443	105
-438	105
-430	104
-423	105
-539	69
-537	72
-540	68
-536	74
-533	79
-528	83
-525	87
-521	91
-515	94
-508	97
-504	97
-501	100
-496	100
-490	101
-485	103
-479	103
-472	103
-464	103
-457	104
-451	105
-443	105
-438	105
-430	104
-423	105
-415	105
-408	103
-539	69
-537	72
-540	68
-536	74
-533	79
-528	83
-525	87
-521	91
-515	94
-508	97
-504	97
-501	100
-496	100
-490	101
-485	103
-479	103
-472	103
-464	103
-457	104
-451	105
-443	105
-438	105
-430	104
-423	105
-415	105
-408	103
-401	102
-394	101
-539	69
-281	103
-464	103
-457	104
-451	105
-443	105
-438	105
-430	104
-423	105
-415	105
-408	103
-401	102
-394	101
-388	99
-383	96
-378	93
-472	103
-464	103
-457	104
-451	105
-443	105
-438	105
-430	104
-423	105
-415	105
-408	103
-401	102
-394	101
-388	99
-383	96
-479	103
-472	103
-464	103
-457	104
-451	105
-443	105
-438	105
-430	104
-423	105
-415	105
-408	103
-401	102
-394	101
-388	99
-383	96
-378	93
-373	91
-368	88
-479	103
-472	103
-464	103
-457	104
-451	105
-443	105
-438	105
-430	104
-423	105
-415	105
-408	103
-401	102
-394	101
-388	99
-383	96
-378	93
-373	91
-368	88
-362	84
-357	81
-479	103
-472	103
-464	103
-457	104
-451	105
-443	105
-438	105
-430	104
-423	105
-415	105
-408	103
-401	102
-394	101
-388	99
-383	96
-378	93
-373	91
-368	88
-362	84
-357	81
-353	76
-349	72
-479	103
-472	103
-464	103
-457	104
-451	105
-443	105
-438	105
-430	104
-423	105
-415	105
-408	103
-401	102
-394	101
-388	99
-383	96
-378	93
-373	91
-368	88
-362	84
-357	81
-353	76
-349	72
-345	68
-342	63
-383	96
-378	93
-373	91
-368	88
-362	84
-357	81
-353	76
-349	72
-345	68
-342	63
-338	59
-336	54
-383	96
-378	93
-373	91
-368	88
-362	84
-357	81
-353	76
-349	72
-345	68
-342	63
-338	59
-336	54
-333	49
-330	44
-383	96
-378	93
-373	91
-368	88
-362	84
-357	81
-353	76
-349	72
-345	68
-342	63
-338	59
-336	54
-333	49
-330	44
-326	38
-324	31
-383	96
-378	93
-373	91
-368	88
-362	84
-357	81
-353	76
-349	72
-345	68
-342	63
-338	59
-336	54
-333	49
-330	44
-326	38
-324	31
-321	25
-318	18
-383	96
-378	93
-373	91
-368	88
-362	84
-357	81
-353	76
-349	72
-345	68
-342	63
-338	59
-336	54
-333	49
-330	44
-326	38
-324	31
-321	25
-318	18
-317	11
-314	4
-312	-2
-383	96
-378	93
-373	91
-368	88
-362	84
-357	81
-353	76
-349	72
-345	68
-342	63
-338	59
-336	54
-333	49
-330	44
-326	38
-324	31
-321	25
-318	18
-317	11
-314	4
-312	-2
-310	-7
-310	-16
-383	96
-378	93
-373	91
-368	88
-362	84
-357	81
-353	76
-349	72
-345	68
-342	63
-338	59
-336	54
-333	49
-330	44
-326	38
-324	31
-321	25
-318	18
-317	11
-314	4
-312	-2
-310	-7
-310	-16
-308	-22
-307	-31
-383	96
-378	93
-373	91
-368	88
-362	84
-357	81
-353	76
-349	72
-345	68
-342	63
-338	59
-336	54
-333	49
-330	44
-326	38
-324	31
-321	25
-318	18
-317	11
-314	4
-312	-2
-310	-7
-310	-16
-308	-22
-307	-31
-306	-37
-304	-47
-324	31
-321	25
-318	18
-317	11
-314	4
-312	-2
-310	-7
-310	-16
-308	-22
-307	-31
-306	-37
-304	-47
-302	-57
-301	-68
-324	31
-321	25
-318	18
-317	11
-314	4
-312	-2
-310	-7
-310	-16
-308	-22
-307	-31
-306	-37
-304	-47
-302	-57
-301	-68
-299	-78
-300	-87
-324	31
-321	25
-318	18
-317	11
-314	4
-312	-2
-310	-7
-310	-16
-308	-22
-307	-31
-306	-37
-304	-47
-302	-57
-301	-68
-299	-78
-300	-87
-300	-97
-299	-104
-324	31
-321	25
-318	18
-317	11
-314	4
-312	-2
-310	-7
-310	-16
-308	-22
-307	-31
-306	-37
-304	-47
-302	-57
-301	-68
-299	-78
-300	-87
-300	-97
-299	-104
-299	-114
-299	-125
-324	31
-321	25
-318	18
-317	11
-314	4
-312	-2
-310	-7
-310	-16
-308	-22
-307	-31
-306	-37
-304	-47
-302	-57
-301	-68
-299	-78
-300	-87
-300	-97
-299	-104
-299	-114
-299	-125
-299	-135
-302	-147
-324	31
-321	25
-318	18
-317	11
-314	4
-312	-2
-310	-7
-310	-16
-308	-22
-307	-31
-306	-37
-304	-47
-302	-57
-301	-68
-299	-78
-300	-87
-300	-97
-299	-104
-299	-114
-299	-125
-299	-135
-302	-147
-300	-159
-287	-204
-324	31
-321	25
-318	18
-317	11
-314	4
-312	-2
-310	-7
-310	-16
-308	-22
-307	-31
-306	-37
-304	-47
-302	-57
-301	-68
-299	-78
-300	-87
-300	-97
-299	-104
-299	-114
-299	-125
-299	-135
-302	-147
-300	-159
-287	-204
-287	-204
-244	-255
-237	-258
-287	-204
-244	-255
-237	-258
-226	-261
-211	-262
-287	-204
-244	-255
-237	-258
-226	-261
-211	-262
-195	-262
-174	-254
-226	-261
-211	-262
-195	-262
-174	-254
-154	-249
-226	-261
-211	-262
-195	-262
-174	-254
-154	-249
-135	-243
-117	-240
-226	-261
-211	-262
-195	-262
-174	-254
-154	-249
-135	-243
-117	-240
-101	-237
-226	-261
-211	-262
-195	-262
-174	-254
-154	-249
-135	-243
-117	-240
-101	-237
-87	-233
-73	-232
-226	-261
-211	-262
-195	-262
-174	-254
-154	-249
-135	-243
-117	-240
-101	-237
-87	-233
-73	-232
-61	-231
-51	-230
-41	-229
-226	-261
-211	-262
-195	-262
-174	-254
-154	-249
-135	-243
-117	-240
-101	-237
-87	-233
-73	-232
-61	-231
-51	-230
-41	-229
-32	-228
-26	-228
-226	-261
-211	-262
-195	-262
-174	-254
-154	-249
-135	-243
-117	-240
-101	-237
-87	-233
-73	-232
-61	-231
-51	-230
-41	-229
-32	-228
-26	-228
-22	-230
-226	-261
-211	-262
-195	-262
-174	-254
-154	-249
-135	-243
-117	-240
-101	-237
-87	-233
-73	-232
-61	-231
-51	-230
-41	-229
-32	-228
-26	-228
-22	-230
-14	-229
-7	-228
-226	-261
-211	-262
-195	-262
-174	-254
-154	-249
-135	-243
-117	-240
-101	-237
-87	-233
-73	-232
-61	-231
-51	-230
-41	-229
-32	-228
-26	-228
-22	-230
-14	-229
-7	-228
1	-228
10	-228
21	-227
-226	-261
-211	-262
-195	-262
-174	-254
-154	-249
-135	-243
-117	-240
-101	-237
-87	-233
-73	-232
-61	-231
-51	-230
-41	-229
-32	-228
-26	-228
-22	-230
-14	-229
-7	-228
1	-228
10	-228
21	-227
29	-226
37	-227
-226	-261
-211	-262
-195	-262
-174	-254
-154	-249
-135	-243
-117	-240
-101	-237
-87	-233
-73	-232
-61	-231
-51	-230
-41	-229
-32	-228
-26	-228
-22	-230
-14	-229
-7	-228
1	-228
10	-228
21	-227
29	-226
37	-227
40	-226
-226	-261
-211	-262
-195	-262
-174	-254
-154	-249
-135	-243
-117	-240
-101	-237
-87	-233
-73	-232
-61	-231
-51	-230
-41	-229
-32	-228
-26	-228
-22	-230
-14	-229
-7	-228
1	-228
10	-228
21	-227
29	-226
37	-227
40	-226
52	-226
64	-226
-226	-261
-211	-262
-195	-262
-174	-254
-154	-249
-135	-243
-117	-240
-101	-237
-87	-233
-73	-232
-61	-231
-51	-230
-41	-229
-32	-228
-26	-228
-22	-230
-14	-229
-7	-228
1	-228
10	-228
21	-227
29	-226
37	-227
40	-226
52	-226
64	-226
61	-226
72	-228
-226	-261
-211	-262
-195	-262
-174	-254
-154	-249
-135	-243
-117	-240
-101	-237
-87	-233
-73	-232
-61	-231
-51	-230
-41	-229
-32	-228
-26	-228
-22	-230
-14	-229
-7	-228
1	-228
10	-228
21	-227
29	-226
37	-227
40	-226
52	-226
64	-226
61	-226
72	-228
84	-226
96	-225
-226	-261
-211	-262
-195	-262
-174	-254
-154	-249
-135	-243
-117	-240
-101	-237
-87	-233
-73	-232
-61	-231
-51	-230
-41	-229
-32	-228
-26	-228
-22	-230
-14	-229
-7	-228
1	-228
10	-228
21	-227
29	-226
37	-227
40	-226
52	-226
64	-226
61	-226
72	-228
84	-226
96	-225
111	-224
-226	-261
-211	-262
-195	-262
-174	-254
-154	-249
-135	-243
-117	-240
-101	-237
-87	-233
-73	-232
-61	-231
-51	-230
-41	-229
-32	-228
-26	-228
-22	-230
-14	-229
-7	-228
1	-228
10	-228
21	-227
29	-226
37	-227
40	-226
52	-226
64	-226
61	-226
72	-228
84	-226
96	-225
111	-224
160	-214
207	-170
211	-163
207	-170
211	-163
215	-152
217	-138
207	-170
211	-163
215	-152
217	-138
218	-122
211	-102
207	-170
211	-163
215	-152
217	-138
218	-122
211	-102
205	-81
207	-170
211	-163
215	-152
217	-138
218	-122
211	-102
205	-81
196	-61
192	-44
207	-170
211	-163
215	-152
217	-138
218	-122
211	-102
205	-81
196	-61
192	-44
189	-27
207	-170
211	-163
215	-152
217	-138
218	-122
211	-102
205	-81
196	-61
192	-44
189	-27
185	-11
181	1
207	-170
211	-163
215	-152
217	-138
218	-122
211	-102
205	-81
196	-61
192	-44
189	-27
185	-11
181	1
178	13
175	24
207	-170
211	-163
215	-152
217	-138
218	-122
211	-102
205	-81
196	-61
192	-44
189	-27
185	-11
181	1
178	13
175	24
173	35
170	44
207	-170
211	-163
215	-152
217	-138
218	-122
211	-102
205	-81
196	-61
192	-44
189	-27
185	-11
181	1
178	13
175	24
173	35
170	44
167	52
165	61
207	-170
211	-163
215	-152
217	-138
218	-122
211	-102
205	-81
196	-61
192	-44
189	-27
185	-11
181	1
178	13
175	24
173	35
170	44
167	52
165	61
163	70
161	77
207	-170
211	-163
215	-152
217	-138
218	-122
211	-102
205	-81
196	-61
192	-44
189	-27
185	-11
181	1
178	13
175	24
173	35
170	44
167	52
165	61
163	70
161	77
158	84
157	91
207	-170
211	-163
215	-152
217	-138
218	-122
211	-102
205	-81
196	-61
192	-44
189	-27
185	-11
181	1
178	13
175	24
173	35
170	44
167	52
165	61
163	70
161	77
158	84
157	91
156	99
153	106
207	-170
211	-163
215	-152
217	-138
218	-122
211	-102
205	-81
196	-61
192	-44
189	-27
185	-11
181	1
178	13
175	24
173	35
170	44
167	52
165	61
163	70
161	77
158	84
157	91
156	99
153	106
152	114
150	122
207	-170
211	-163
215	-152
217	-138
218	-122
211	-102
205	-81
196	-61
192	-44
189	-27
185	-11
181	1
178	13
175	24
173	35
170	44
167	52
165	61
163	70
161	77
158	84
157	91
156	99
153	106
152	114
150	122
149	130
145	138
207	-170
211	-163
215	-152
217	-138
218	-122
211	-102
205	-81
196	-61
192	-44
189	-27
185	-11
181	1
178	13
175	24
173	35
170	44
167	52
165	61
163	70
161	77
158	84
157	91
156	99
153	106
152	114
150	122
149	130
145	138
144	149
142	158
207	-170
211	-163
215	-152
217	-138
218	-122
211	-102
205	-81
196	-61
192	-44
189	-27
185	-11
181	1
178	13
175	24
173	35
170	44
167	52
165	61
163	70
161	77
158	84
157	91
156	99
153	106
152	114
150	122
149	130
145	138
144	149
142	158
140	166
137	176
135	187
207	-170
211	-163
215	-152
217	-138
218	-122
211	-102
205	-81
196	-61
192	-44
189	-27
185	-11
181	1
178	13
175	24
173	35
170	44
167	52
165	61
163	70
161	77
158	84
157	91
156	99
153	106
152	114
150	122
149	130
145	138
144	149
142	158
140	166
137	176
135	187
132	197
129	208
207	-170
211	-163
215	-152
217	-138
218	-122
211	-102
205	-81
196	-61
192	-44
189	-27
185	-11
181	1
178	13
175	24
173	35
170	44
167	52
165	61
163	70
161	77
158	84
157	91
156	99
153	106
152	114
150	122
149	130
145	138
144	149
142	158
140	166
137	176
135	187
132	197
129	208
127	219
125	229
207	-170
211	-163
215	-152
217	-138
218	-122
211	-102
205	-81
196	-61
192	-44
189	-27
185	-11
181	1
178	13
175	24
173	35
170	44
167	52
165	61
163	70
161	77
158	84
157	91
156	99
153	106
152	114
150	122
149	130
145	138
144	149
142	158
140	166
137	176
135	187
132	197
129	208
127	219
125	229
122	240
119	249
207	-170
211	-163
215	-152
217	-138
218	-122
211	-102
205	-81
196	-61
192	-44
189	-27
185	-11
181	1
178	13
175	24
173	35
170	44
167	52
165	61
163	70
161	77
158	84
157	91
156	99
153	106
152	114
150	122
149	130
145	138
144	149
142	158
140	166
137	176
135	187
132	197
129	208
127	219
125	229
122	240
119	249
116	260
113	270
207	-170
211	-163
215	-152
217	-138
218	-122
211	-102
205	-81
196	-61
192	-44
189	-27
185	-11
181	1
178	13
175	24
173	35
170	44
167	52
165	61
163	70
161	77
158	84
157	91
156	99
153	106
152	114
150	122
149	130
145	138
144	149
142	158
140	166
137	176
135	187
132	197
129	208
127	219
125	229
122	240
119	249
116	260
113	270
110	281
107	291
207	-170
211	-163
215	-152
217	-138
218	-122
211	-102
205	-81
196	-61
192	-44
189	-27
185	-11
181	1
178	13
175	24
173	35
170	44
167	52
165	61
163	70
161	77
158	84
157	91
156	99
153	106
152	114
150	122
149	130
145	138
144	149
142	158
140	166
137	176
135	187
132	197
129	208
127	219
125	229
122	240
119	249
116	260
113	270
110	281
107	291
104	303
100	314
207	-170
211	-163
215	-152
217	-138
218	-122
211	-102
205	-81
196	-61
192	-44
189	-27
185	-11
181	1
178	13
175	24
173	35
170	44
167	52
165	61
163	70
161	77
158	84
157	91
156	99
153	106
152	114
150	122
149	130
145	138
144	149
142	158
140	166
137	176
135	187
132	197
129	208
127	219
125	229
122	240
119	249
116	260
113	270
110	281
107	291
104	303
100	314
96	326
93	337
207	-170
211	-163
215	-152
217	-138
218	-122
211	-102
205	-81
196	-61
192	-44
189	-27
185	-11
181	1
178	13
175	24
173	35
170	44
167	52
165	61
163	70
161	77
158	84
157	91
156	99
153	106
152	114
150	122
149	130
145	138
144	149
142	158
140	166
137	176
135	187
132	197
129	208
127	219
125	229
122	240
119	249
116	260
113	270
110	281
107	291
104	303
100	314
96	326
93	337
89	348
85	359
207	-170
211	-163
215	-152
217	-138
218	-122
211	-102
205	-81
196	-61
192	-44
189	-27
185	-11
181	1
178	13
175	24
173	35
170	44
167	52
165	61
163	70
161	77
158	84
157	91
156	99
153	106
152	114
150	122
149	130
145	138
144	149
142	158
140	166
137	176
135	187
132	197
129	208
127	219
125	229
122	240
119	249
116	260
113	270
110	281
107	291
104	303
100	314
96	326
93	337
89	348
85	359
80	370
79	381
207	-170
211	-163
215	-152
217	-138
218	-122
211	-102
205	-81
196	-61
192	-44
189	-27
185	-11
181	1
178	13
175	24
173	35
170	44
167	52
165	61
163	70
161	77
158	84
157	91
156	99
153	106
